index,Code,Name,Sector,MarketCap,Sales (2025),OpIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,DivYield,DivPayout,Change5,Change20,Change120,Change240
928,145990,삼양사,음식료,4924,,,3.92,5.88,-3.34,-4.21,,,,,,3.66,15.39
417,031440,신세계푸드,음식료,1245,15646.0,359.0,4.38,3.71,-7.75,-11.07,5.66,7.29,1.94,72.6,96.43,2.8,31.12
461,035810,이지홀딩스,음식료,2203,,,7.9,14.21,30.59,5.24,,,,,,7.32,95.79
206,007160,사조산업,음식료,1900,,,10.95,12.76,-45.48,4.4,,,,,,,
61,001790,대한제당,음식료,3466,,,14.69,41.32,33.74,23.48,,,,,,3.1,56.34
972,192440,슈피겐코리아,의류,1656,,,0.95,5.34,30.64,-13.75,,,,,,1.73,9.91
145,004700,조광피혁,의류,3430,,,1.18,0.19,-0.58,-1.53,,,,,,,
69,002170,삼양통상,의류,1428,,,1.49,0.42,-2.46,-4.8,,,,,,3.15,40.88
855,111770,영원무역,의류,20915,37375.0,4882.0,1.61,-3.77,17.41,22.44,5.07,10.84,6.25,54.69,38.61,2.97,14.53
776,093050,LF,의류,4307,19800.0,1179.0,1.8,0.48,-1.8,-3.22,5.36,4.98,1.21,-6.5,0.11,4.75,27.12
49,001460,BYC,의류,1723,,,2.03,2.03,-13.75,-27.84,,,,,,1.27,15.97
433,033290,코웰패션,의류,1162,,,2.22,2.99,-10.39,-34.6,,,,,,,
250,009970,영원무역홀딩스,의류,12871,,,3.51,1.18,7.76,11.19,,,,,,5.67,21.84
355,020000,한섬,의류,3477,15101.0,770.0,3.68,-0.58,-0.77,-20.55,6.07,4.01,1.67,21.26,30.72,4.84,39.6
838,105630,한세실업,의류,4456,19149.0,1520.0,3.72,-3.21,-27.0,-49.02,4.54,13.2,6.51,6.89,68.32,4.49,34.46
851,110790,크리스에프앤씨,의류,1045,3284.0,242.0,3.96,-3.46,-30.85,-46.2,9.87,3.26,-0.88,100.0,-142.23,4.48,-18.64
853,111380,동인기연,의류,1029,2455.0,263.0,5.0,11.78,-8.84,-21.86,6.28,11.03,8.29,24.64,,3.69,21.86
25,000680,LS네트웍스,의류,2738,,,5.14,-5.57,8.42,-28.57,,,,,,,
99,003200,일신방직,의류,1969,,,5.15,7.65,7.25,-3.6,,,,,,2.33,16.57
1,000050,경방,의류,1891,,,6.15,6.98,9.18,-9.69,,,,,,2.17,17.42
1064,241590,화승엔터프라이즈,의류,4804,19021.0,1173.0,6.73,-7.03,-11.2,-16.35,5.72,14.76,18.17,42.01,147.38,0.57,8.24
236,009270,신원,의류,1752,,,8.65,31.18,35.99,30.88,,,,,,4.1,114.75
162,005390,신성통상,의류,3355,,,13.35,10.14,4.01,28.3,,,,,,,
1082,255220,SG,의류,2470,1308.0,161.0,15.14,7.26,-12.39,80.84,26.99,9.22,10.01,-363.93,-125.41,,
194,006400,삼성SDI,이차전지 배터리,127283,149829.0,1188.0,2.83,-5.18,-45.04,-55.09,40.06,1.58,-9.7,-56.55,-34.58,0.54,11.74
142,004490,세방전지,이차전지 배터리,9800,23808.0,2646.0,4.95,5.26,1.01,-30.14,4.4,14.02,15.6,47.25,44.98,1.57,9.09
733,086520,에코프로,이차전지 배터리,69245,,,6.25,-10.21,-36.45,-50.96,,,,,,0.19,-6.46
1068,243840,신흥에스이씨,이차전지 부품,1677,5026.0,216.0,0.35,-7.15,-43.65,-57.23,32.95,1.73,16.13,63.64,-72.73,1.52,13.72
703,081000,일진다이아,이차전지 소재,1752,,,1.56,11.78,-0.16,-24.25,,,,,,2.43,33.04
762,091580,상신이디피,이차전지 소재,1022,,,1.72,-1.79,-24.88,-52.65,,,,,,1.3,212.77
120,003670,포스코퓨처엠,이차전지 소재,99772,39988.0,770.0,1.74,0.23,-46.0,-54.97,9200.0,0.04,8.08,10900.0,-99.39,,
573,053080,케이엔솔,이차전지 소재,1546,6817.0,421.0,2.67,1.28,-23.23,-34.04,4.79,16.29,17.7,59.47,140.3,2.52,28.71
876,121600,나노신소재,이차전지 소재,6781,1099.0,49.0,2.96,-9.59,-34.82,-53.28,678.05,0.39,25.17,63.33,-152.63,0.45,-165.56
860,114190,강원에너지,이차전지 소재,1930,,,3.65,6.33,-42.13,-58.37,,,,,,,
357,020150,롯데에너지머티리얼즈,이차전지 소재,12070,9540.0,-106.0,4.06,-4.16,-39.58,-50.05,-291.77,-0.29,5.73,-83.54,-119.1,,
154,005070,코스모신소재,이차전지 소재,13248,,,4.76,-1.09,-61.77,-73.3,,,,,,,
689,078600,대주전자재료,이차전지 소재,13204,2757.0,393.0,5.05,-0.81,-19.68,-11.15,46.49,11.89,25.72,33.67,-23.08,0.12,4.2
754,089980,상아프론테크,이차전지 소재,2481,1901.0,67.0,7.18,4.51,-26.62,-30.09,82.55,1.52,10.65,13.56,-51.61,1.29,51.95
1070,247540,에코프로비엠,이차전지 소재,101224,32199.0,798.0,7.25,0.0,-40.45,-56.69,4140.0,0.16,16.38,-334.02,-122.22,,
1119,278280,천보,이차전지 소재,3715,1698.0,20.0,9.91,8.94,-33.3,-51.31,185.75,0.55,17.18,-108.77,-106.19,,
911,138490,코오롱ENP,이차전지 소재,2401,5082.0,432.0,10.49,7.48,11.86,-11.85,7.41,9.99,4.52,8.54,-17.97,3.16,19.25
641,066970,엘앤에프,이차전지 소재,24331,22276.0,-564.0,11.11,3.55,-41.79,-59.42,-35.13,-9.79,16.78,-89.91,-81.61,,
1101,267320,나인테크,이차전지 장비,1766,,,1.1,-1.21,64.57,28.1,,,,,,,
1093,264660,씨앤지하이테크,이차전지 장비,1299,,,1.91,1.67,5.77,-29.75,,,,,,0.74,13.98
909,137400,피엔티,이차전지 장비,9888,13043.0,1749.0,3.22,1.34,-21.86,2.97,7.55,21.34,26.01,7.17,-0.35,0.24,1.81
1031,217820,원익피앤이,이차전지 장비,1060,,,3.23,5.92,-21.99,-57.43,,,,,,,
1118,277880,티에스아이,이차전지 장비,1276,,,5.32,7.65,1.77,-16.71,,,,,,0.0,0.0
1035,222080,씨아이에스,이차전지 장비,5864,,,5.72,-0.26,-13.07,-33.33,,,,,,,
842,107640,한중엔시에스,이차전지 장비,2400,,,9.73,21.0,-29.71,-21.48,,,,,,,
1136,290670,대보마그네틱,이차전지 장비,1019,,,19.96,13.36,-20.51,-48.7,,,,,,,
161,005380,현대차,자동차,395377,1817764.0,138483.0,0.85,-7.9,-15.71,-24.93,4.17,10.98,3.74,-2.75,-2.03,6.36,26.06
11,000270,기아,자동차,350747,1129116.0,123285.0,1.03,-7.45,-5.87,-25.44,3.59,16.53,5.08,-2.67,0.37,7.37,26.63
802,097520,엠씨넥스,자동차 부품,4233,12294.0,584.0,0.86,-1.88,37.16,-3.68,8.02,13.37,16.3,31.53,-16.82,3.4,22.61
269,011210,현대위아,자동차 부품,11761,84320.0,2278.0,0.93,-6.18,1.88,-26.19,8.44,3.83,3.07,4.11,2.32,2.54,24.84
198,006660,삼성공조,자동차 부품,1219,,,1.42,-0.46,42.68,65.49,,,,,,0.53,4.5
630,064960,SNT모티브,자동차 부품,7272,10391.0,1103.0,1.48,2.62,8.94,7.87,7.18,9.78,7.25,12.44,-2.78,3.43,23.88
246,009680,모토닉,자동차 부품,2664,,,1.5,4.05,9.7,15.15,,,,,,6.32,61.16
380,025540,한국단자,자동차 부품,6644,16178.0,1794.0,1.75,-6.18,-11.39,0.16,4.6,12.66,7.15,4.73,1.26,3.45,16.11
472,036560,KZ정밀,자동차 부품,1905,,,2.11,10.2,-43.98,1.09,,,,,,6.61,65.63
252,010100,한국무브넥스,자동차 부품,1260,,,2.22,-3.83,15.0,-19.46,,,,,,2.42,6.81
769,092200,디아이씨,자동차 부품,1886,,,2.32,6.71,31.97,-18.9,,,,,,,
869,118990,모트렉스,자동차 부품,2180,,,2.33,-4.15,-13.25,-37.18,,,,,,1.85,22.22
291,012860,모베이스전자,자동차 부품,1119,,,2.34,6.11,-13.03,-16.95,,,,,,,
296,013570,디와이,자동차 부품,1035,,,2.47,0.0,-14.92,-32.27,,,,,,3.05,14.35
436,033530,SJG세종,자동차 부품,1187,,,2.52,2.77,-4.26,-28.11,,,,,,3.51,12.37
16,000430,대원강업,자동차 부품,2371,,,2.55,7.14,-2.8,-34.84,,,,,,2.88,28.87
294,013310,아진산업,자동차 부품,1166,,,2.56,6.94,10.07,-25.34,,,,,,3.33,20.83
312,015230,대창단조,자동차 부품,1460,,,2.61,4.39,-0.58,-22.22,,,,,,3.13,13.62
281,012330,현대모비스,자동차 부품,232487,603151.0,35394.0,2.67,-6.54,1.01,8.93,5.39,9.11,5.38,15.16,6.28,2.4,13.8
172,005720,넥센,자동차 부품,2511,,,2.85,1.41,1.41,10.22,,,,,,2.88,8.98
992,204320,HL만도,자동차 부품,17397,93636.0,4012.0,3.06,-7.38,2.92,-3.39,7.56,9.04,5.82,11.82,62.52,1.89,25.3
328,017370,우신시스템,자동차 부품,1155,5024.0,322.0,3.44,5.34,-21.22,-23.7,4.39,19.28,-10.86,-10.8,-22.71,0.79,2.7
258,010690,화신,자동차 부품,2804,19503.0,925.0,3.61,-2.43,-10.48,-27.33,4.28,11.93,13.9,41.65,24.44,1.87,9.78
315,015750,성우하이텍,자동차 부품,4584,,,3.62,0.88,-7.88,-39.37,,,,,,2.62,8.57
74,002350,넥센타이어,자동차 부품,5225,30496.0,2049.0,3.68,-1.29,-23.46,-41.91,4.28,6.83,7.08,19.06,3.39,2.43,10.72
78,002460,HS화성,자동차 부품,1019,,,3.72,5.24,12.43,0.8,,,,,,4.98,42.34
940,161390,한국타이어앤테크놀로지,자동차 부품,49921,97696.0,16708.0,3.87,0.62,15.47,-30.87,4.11,10.63,3.8,-5.19,9.65,4.96,22.23
9,000240,한국앤컴퍼니,자동차 부품,14078,15414.0,5235.0,4.14,-5.48,-10.28,-6.96,2.75,11.0,10.81,25.15,45.99,6.74,27.07
249,009900,명신산업,자동차 부품,4260,15552.0,1119.0,4.24,-7.94,-37.83,-45.72,4.42,12.99,-1.18,-24.44,-25.33,1.85,6.1
659,069510,에스텍,자동차 부품,1286,,,4.34,8.66,7.87,36.77,,,,,,7.21,20.04
988,200880,서연이화,자동차 부품,3232,,,4.45,-7.29,-14.57,-35.7,,,,,,2.09,4.59
136,004250,NPC,자동차 부품,1533,,,4.51,7.46,-16.67,-19.09,,,,,,2.51,5.82
882,123040,엠에스오토텍,자동차 부품,1503,,,4.58,-10.28,-23.93,-46.07,,,,,,,
348,018880,한온시스템,자동차 부품,24367,104827.0,2251.0,4.82,-4.39,-7.83,-35.08,-138.08,-0.65,4.84,135.71,-95.51,,
171,005710,대원산업,자동차 부품,1548,,,5.03,6.18,31.46,16.59,,,,,,2.59,5.52
884,123410,코리아에프티,자동차 부품,1316,,,5.11,-2.17,-7.8,-38.97,,,,,,3.17,11.9
635,065680,우주일렉트로,자동차 부품,2799,,,5.21,16.54,104.73,52.95,,,,,,0.99,14.37
175,005850,에스엘,자동차 부품,15699,51008.0,4314.0,6.62,-13.11,5.3,-1.02,4.39,14.63,2.56,9.16,-3.56,3.55,15.13
674,073240,금호타이어,자동차 부품,13587,49963.0,6594.0,7.01,-2.47,6.77,-29.82,3.57,20.27,10.24,12.03,16.01,,
220,007860,서연,자동차 부품,1782,,,7.05,-1.04,6.75,-19.0,,,,,,2.64,3.51
1017,214330,금호에이치티,자동차 부품,1413,,,7.83,20.4,9.44,9.8,,,,,,,
596,058610,에스피지,자동차 부품,5710,3916.0,153.0,10.04,11.47,22.04,-8.53,51.4,4.37,0.8,24.39,,0.58,25.38
229,008830,대동기어,자동차 부품,1981,,,16.36,19.45,192.44,107.82,,,,,,0.18,30.77
43,001340,PKC,자동차 부품,3283,,,23.27,17.34,-27.48,-4.19,,,,,,,
485,038110,에코플라스틱,자동차 부품,1350,,,31.73,33.6,17.14,-28.85,,,,,,1.83,17.54
515,042370,비츠로테크,전력기기,2022,,,0.52,4.18,10.44,-8.96,,,,,,0.65,15.77
786,094820,일진파워,전력기기,1394,,,0.54,8.44,-12.16,-28.13,,,,,,3.57,47.69
983,199820,제일일렉트릭,전력기기,1975,,,1.83,2.66,-1.88,8.44,,,,,,1.12,21.55
47,001440,대한전선,전력기기,21944,35923.0,1328.0,1.9,-1.51,-3.45,-17.17,22.9,6.29,9.15,15.28,36.79,,
1047,229640,LS에코에너지,전력기기,9861,9763.0,559.0,1.9,2.38,12.78,18.6,28.5,17.78,12.35,24.78,7.65,0.62,19.61
427,033100,제룡전기,전력기기,5156,,,2.07,-3.02,-40.67,-48.64,,,,,,3.12,20.1
203,006910,보성파워텍,전력기기,1434,,,2.64,13.18,-9.32,-10.29,,,,,,,
1115,273640,와이엠텍,전력기기,1099,,,2.98,-3.09,-17.04,-17.58,,,,,,1.4,31.46
401,029460,케이씨,전력기기,2467,,,3.78,4.54,-1.79,-14.84,,,,,,1.72,9.33
190,006340,대원전선,전력기기,2136,,,4.78,6.15,0.88,-10.8,,,,,,,
899,130660,한전산업,전력기기,3784,,,6.91,16.68,-13.81,49.81,,,,,,3.16,103.09
253,010120,LS ELECTRIC,전력기기,57690,50790.0,4673.0,7.19,7.13,28.89,10.96,18.16,16.2,11.58,19.91,33.03,1.51,36.45
441,034020,두산에너빌리티,전력기기,178716,159412.0,11139.0,7.51,14.58,27.69,66.17,43.94,5.22,-1.8,9.46,37.65,,
937,160190,하이젠알앤엠,전력기기,10471,909.0,45.0,8.65,16.9,374.13,,389.66,4.63,19.76,-1225.0,-372.73,,
330,017510,세명전기,전력기기,1062,,,8.74,38.02,34.04,51.36,,,,,,1.15,26.06
19,000500,가온전선,전력기기,9049,25190.0,834.0,12.78,26.47,43.57,10.73,16.33,12.39,45.85,85.33,110.63,,
845,108380,대양전기공업,전력기기,1851,2268.0,211.0,13.69,21.85,66.09,39.21,8.44,8.59,15.54,34.39,12.24,0.52,4.88
904,134380,미원화학,정유/화학/가스,1746,,,0.13,0.89,-0.63,11.05,,,,,,5.04,32.67
262,010950,S-Oil,정유/화학/가스,58993,355843.0,7847.0,0.19,-8.55,-10.12,-28.42,16.07,4.29,-2.87,85.86,-296.94,0.24,-7.55
305,014580,태경비케이,정유/화학/가스,1306,,,0.32,-3.37,7.61,-15.45,,,,,,3.17,15.14
897,128820,대성산업,정유/화학/가스,1443,,,0.63,-3.04,-7.4,-15.94,,,,,,,
302,014440,영보화학,정유/화학/가스,1006,,,0.7,14.06,49.93,43.92,,,,,,6.96,31.03
217,007690,국도화학,정유/화학/가스,2944,13538.0,280.0,0.79,5.65,-5.07,-10.8,20.04,1.75,3.68,10.67,,1.83,61.05
336,017890,한국알콜,정유/화학/가스,1976,,,0.88,1.33,1.33,-14.08,,,,,,1.2,9.68
285,012610,경인양행,정유/화학/가스,1354,,,0.93,9.23,8.86,-4.41,,,,,,1.54,13.59
128,004000,롯데정밀화학,정유/화학/가스,8823,18122.0,951.0,1.03,-12.2,-23.4,-24.08,7.71,4.76,8.48,88.69,218.68,4.09,99.29
67,002100,경농,정유/화학/가스,1796,,,1.1,2.11,-1.08,-6.98,,,,,,4.89,51.08
329,017390,서울가스,정유/화학/가스,2505,,,1.21,2.56,-4.21,-12.41,,,,,,4.99,36.88
227,008730,율촌화학,정유/화학/가스,7192,,,1.4,6.62,2.65,-14.83,,,,,,0.86,-72.67
119,003650,미창석유,정유/화학/가스,1809,,,1.46,3.48,8.33,31.81,,,,,,2.88,9.92
874,120110,코오롱인더,정유/화학/가스,8338,50856.0,2113.0,1.51,-0.33,-3.96,-24.44,8.42,3.13,5.01,33.14,13.65,4.29,39.93
87,002840,미원상사,정유/화학/가스,9020,,,1.66,1.93,-4.95,-4.24,,,,,,1.05,18.79
131,004090,한국석유,정유/화학/가스,1600,7734.0,194.0,1.69,0.96,-20.29,-21.82,11.52,7.0,7.24,39.57,6.98,0.95,11.67
563,051910,LG화학,정유/화학/가스,158479,517434.0,19214.0,1.81,-13.32,-29.51,-43.24,31.3,1.69,5.78,-441.16,104.72,0.45,-11.33
366,023450,동남합성,정유/화학/가스,1204,,,1.93,3.46,4.72,9.55,,,,,,2.62,46.92
800,096770,SK이노베이션,정유/화학/가스,144238,822113.0,12745.0,2.03,-21.07,-20.68,-15.26,-42.41,-1.41,10.03,5417.32,-85.35,2.09,-9.42
318,015890,태경산업,정유/화학/가스,1440,,,2.28,2.82,-4.09,-18.38,,,,,,5.07,35.82
304,014530,극동유화,정유/화학/가스,1220,,,2.34,5.58,-5.28,-10.37,,,,,,5.71,77.52
569,052420,오성첨단소재,정유/화학/가스,1386,,,2.43,7.99,-14.51,5.21,,,,,,,
1104,268280,미원에스씨,정유/화학/가스,7625,,,2.76,1.06,6.2,10.19,,,,,,1.64,22.91
197,006650,대한유화,정유/화학/가스,5772,27437.0,-109.0,2.78,-6.53,-13.45,-35.93,88.8,0.36,-2.01,-81.8,,1.13,-76.22
275,011780,금호석유화학,정유/화학/가스,31486,77874.0,3687.0,2.85,-3.8,-16.55,-13.96,9.11,6.25,8.84,35.15,11.22,1.85,19.43
378,025000,KPX케미칼,정유/화학/가스,2175,,,2.86,3.57,-4.46,-0.99,,,,,,7.23,24.5
45,001390,KG케미칼,정유/화학/가스,2752,,,2.94,6.35,1.39,-29.72,,,,,,3.23,14.4
89,002960,한국쉘석유,정유/화학/가스,4517,,,2.96,4.35,7.92,28.94,,,,,,7.77,95.76
251,010060,OCI홀딩스,정유/화학/가스,12812,37187.0,2311.0,3.03,-2.99,0.44,-29.28,7.65,4.19,3.95,127.68,64.29,3.23,43.96
384,025860,남해화학,정유/화학/가스,3363,,,3.04,3.83,3.52,-5.05,,,,,,1.18,15.81
657,069260,TKG휴켐스,정유/화학/가스,6622,14132.0,891.0,3.05,1.57,-17.22,-18.02,7.98,9.27,18.94,10.27,7.1,6.17,52.63
712,083420,그린케미칼,정유/화학/가스,1891,,,3.28,35.63,35.86,5.77,,,,,,3.05,70.38
747,089470,HDC현대EP,정유/화학/가스,1154,,,3.28,4.47,-6.46,-14.52,,,,,,3.87,23.73
373,024060,흥구석유,정유/화학/가스,1693,,,3.29,0.8,-29.88,-15.43,,,,,,0.27,73.17
779,093370,후성,정유/화학/가스,4805,,,3.7,-4.88,-26.92,-42.34,,,,,,,
65,002020,코오롱,정유/화학/가스,2998,,,3.71,5.32,65.05,45.08,,,,,,2.32,4.43
272,011500,한농화성,정유/화학/가스,2447,,,3.71,2.96,-15.13,-14.48,,,,,,0.38,20.91
181,005950,이수화학,정유/화학/가스,1317,,,3.94,-1.69,-25.35,-52.65,,,,,,,
141,004430,송원산업,정유/화학/가스,2822,,,4.44,-4.55,-14.04,-14.53,,,,,,2.55,15.97
435,033500,동성화인텍,정유/화학/가스,7752,6982.0,701.0,4.87,20.23,140.91,99.0,14.12,24.46,16.87,29.81,37.15,1.35,26.68
267,011170,롯데케미칼,정유/화학/가스,27247,208536.0,-2221.0,5.46,-6.05,-31.28,-40.85,-6.13,-3.17,2.07,-75.16,-73.76,3.14,-5.0
1108,271940,일진하이솔루스,정유/화학/가스,5003,,,5.76,1.32,-32.78,-40.48,,,,,,,
276,011790,SKC,정유/화학/가스,39534,18504.0,-1045.0,6.21,-5.09,-31.9,-5.69,-21.08,-18.03,7.48,-62.25,-53.46,,
833,104480,티케이케미칼,정유/화학/가스,1427,,,6.8,8.95,10.88,0.83,,,,,,,
826,102260,동성케미컬,정유/화학/가스,2017,,,7.06,8.36,-5.34,-10.94,,,,,,1.24,5.58
1034,220260,켐트로스,정유/화학/가스,1273,,,7.51,16.81,1.27,-31.5,,,,,,,
163,005420,코스모화학,정유/화학/가스,6129,,,8.42,-4.14,-27.95,-50.66,,,,,,,
307,014680,한솔케미칼,정유/화학/가스,13647,8491.0,1562.0,8.47,-0.74,-1.95,-37.91,10.17,13.16,9.36,21.27,8.41,1.74,19.4
335,017860,DS단석,정유/화학/가스,4694,,,8.98,5.95,-4.79,-36.8,,,,,,,
1129,285130,SK케미칼,정유/화학/가스,6987,20863.0,-189.0,9.76,0.0,-16.92,-32.95,-27.82,-1.28,20.12,-58.19,636.36,2.84,252.19
310,014830,유니드,정유/화학/가스,5955,13065.0,1174.0,10.28,19.4,29.99,-9.28,6.53,8.68,17.53,23.06,19.69,2.05,15.98
939,161000,애경케미칼,정유/화학/가스,5040,,,51.02,52.13,-0.58,-18.04,,,,,,2.71,342.68
1067,243070,휴온스,제약/바이오/신약개발,2994,,,0.4,0.0,-9.75,-27.11,,,,,,2.52,25.62
369,023600,삼보판지,제지,1293,,,2.3,0.0,-12.18,-23.08,,,,,,3.12,12.43
500,039610,화성밸브,조선/기계/중공업,1094,,,1.25,10.17,7.68,106.89,,,,,,,
255,010140,삼성중공업,조선/기계/중공업,129536,109146.0,7377.0,1.38,6.44,50.97,53.33,26.29,12.1,10.21,46.75,823.19,,
1007,210540,디와이파워,조선/기계/중공업,1307,,,1.46,-1.33,-2.23,-9.69,,,,,,2.96,17.62
331,017550,수산세보틱스,조선/기계/중공업,1168,,,1.85,4.58,9.79,-6.82,,,,,,0.53,6.76
801,097230,HJ중공업,조선/기계/중공업,6645,,,1.92,29.76,259.46,153.33,,,,,,,
520,042670,HD현대인프라코어,조선/기계/중공업,15720,44184.0,2364.0,2.0,-6.42,25.73,0.87,10.74,7.64,7.39,28.34,35.98,0.86,12.73
88,002900,TYM,조선/기계/중공업,2049,,,2.25,0.0,46.54,-6.38,,,,,,2.42,27.23
714,083650,비에이치아이,조선/기계/중공업,6745,6201.0,383.0,2.59,25.29,75.1,145.5,27.81,19.39,53.22,74.89,23.47,,
18,000490,대동,조선/기계/중공업,2709,,,2.92,-1.77,29.89,-12.8,,,,,,0.95,-8.52
234,009160,SIMPAC,조선/기계/중공업,2623,,,2.95,5.8,2.17,-3.61,,,,,,4.99,47.62
508,041440,현대에버다임,조선/기계/중공업,1574,,,3.05,5.9,11.27,33.18,,,,,,0.8,19.07
478,036890,진성티이씨,조선/기계/중공업,2025,4242.0,299.0,3.21,-1.64,7.13,-7.87,9.65,8.01,8.63,22.54,0.0,2.22,21.46
292,013030,하이록코리아,조선/기계/중공업,3596,,,3.36,9.76,28.85,6.75,,,,,,3.93,30.93
1099,267270,HD현대건설기계,조선/기계/중공업,11797,35807.0,1949.0,3.42,-0.75,34.41,24.02,9.69,7.21,4.15,2.36,41.28,0.75,9.48
1063,241560,두산밥캣,조선/기계/중공업,44429,88169.0,8221.0,3.46,-9.3,23.27,-12.38,7.98,8.17,3.11,-5.66,-0.44,3.45,28.47
677,075580,세진중공업,조선/기계/중공업,4991,4358.0,483.0,3.54,29.31,22.97,23.49,16.6,15.07,23.67,34.17,49.09,2.28,100.0
333,017800,현대엘리베이터,조선/기계/중공업,28107,28649.0,2750.0,3.6,30.25,53.96,77.53,14.02,16.83,-0.71,21.84,10.83,7.65,117.37
673,073010,케이에스피,조선/기계/중공업,1754,,,3.8,15.63,11.78,9.12,,,,,,0.34,3.91
680,077970,STX엔진,조선/기계/중공업,9474,7826.0,464.0,4.42,15.4,17.41,70.15,36.42,8.53,8.0,9.95,-4.41,,
823,101930,인화정공,조선/기계/중공업,3990,,,4.8,27.3,81.62,214.39,,,,,,1.69,16.91
311,014940,오리엔탈정공,조선/기계/중공업,2556,,,5.45,16.51,65.24,62.61,,,,,,1.78,17.48
813,100130,동국S&C,조선/기계/중공업,1374,,,7.13,16.18,-3.22,-19.02,,,,,,,
697,079900,전진건설로봇,조선/기계/중공업,7084,1846.0,396.0,7.17,15.46,107.92,,20.56,22.2,8.72,26.52,9.87,2.63,61.87
707,082740,한화엔진,조선/기계/중공업,22655,,,7.95,29.59,87.63,109.01,,,,,,,
669,071970,HD현대마린엔진,조선/기계/중공업,12466,4241.0,517.0,8.25,43.84,84.3,120.06,30.15,12.2,34.29,55.72,-45.51,,
519,042660,한화오션,조선/기계/중공업,275465,123981.0,7008.0,14.67,34.18,215.99,170.78,53.51,10.19,15.05,194.58,-0.59,,
351,019210,와이지-원,조선/기계/중공업,2014,,,14.72,12.36,18.11,4.35,,,,,,2.67,35.4
608,060370,LS마린솔루션,조선/기계/중공업,5877,,,15.99,19.93,17.66,53.76,,,,,,0.89,34.33
244,009540,HD한국조선해양,조선/기계/중공업,187902,285120.0,24203.0,17.48,32.09,41.15,100.08,11.65,13.82,11.64,68.77,26.67,1.92,30.79
257,010620,HD현대미포,조선/기계/중공업,65305,50499.0,2707.0,21.83,60.29,53.09,120.35,30.51,10.02,9.07,205.88,98.76,0.43,26.87
107,003460,유화증권,증권,1343,,,1.72,1.72,4.87,5.8,,,,,,6.75,66.67
113,003540,대신증권,증권,8799,7065.0,2110.0,2.36,5.99,1.52,10.03,6.41,7.32,18.08,152.39,73.02,6.92,74.63
51,001510,SK증권,증권,2230,,,3.28,3.51,-7.81,-21.85,,,,,,0.21,-0.58
681,078020,LS증권,증권,2138,,,3.35,3.21,-12.39,-23.36,,,,,,2.59,41.15
57,001720,신영증권,증권,13152,,1378.0,3.9,2.83,-1.36,19.4,12.6,,,-19.13,-30.12,5.0,46.1
112,003530,한화투자증권,증권,7198,,,4.35,0.75,-7.83,-0.89,,,,,,,
108,003470,유안타증권,증권,5658,,,4.42,8.62,-1.56,1.98,,,,,,7.05,58.14
324,016610,DB증권,증권,2593,,,4.62,12.11,13.57,43.76,,,,,,6.55,33.9
412,030610,교보증권,증권,7236,,,5.31,6.54,16.94,25.99,,,,,,7.87,48.4
42,001270,부국증권,증권,2830,,,5.81,1.11,-1.8,13.04,,,,,,5.49,64.79
180,005940,NH투자증권,증권,46700,21199.0,9858.0,6.58,-0.83,5.24,15.0,6.52,9.14,5.36,9.4,9.64,6.66,48.08
319,016360,삼성증권,증권,42953,22163.0,11537.0,7.13,4.91,2.01,26.08,4.83,11.65,-1.05,-4.32,-1.21,7.28,34.76
39,001200,유진투자증권,증권,2542,,,7.14,7.36,-36.59,-39.59,,,,,,3.81,19.53
50,001500,현대차증권,증권,3709,,,7.14,5.26,-24.44,-24.27,,,,,,2.78,19.04
497,039490,키움증권,증권,31305,18744.0,11203.0,8.11,-1.39,-5.12,-3.33,4.12,14.54,1.54,2.01,1.93,5.86,25.59
59,001750,한양증권,증권,1681,,,8.46,11.76,5.76,24.98,,,,,,7.19,32.46
200,006800,미래에셋증권,증권,59312,28693.0,11811.0,10.64,9.01,13.54,34.54,8.23,7.4,1.33,-0.59,-1.52,2.4,20.34
598,058650,세아홀딩스,지주회사,3620,,,0.11,-2.9,-9.86,-20.05,,,,,,4.42,48.11
55,001630,종근당홀딩스,지주회사,2287,10349.0,429.0,0.33,3.87,-17.6,-26.25,10.4,3.7,8.05,20.85,-23.08,3.07,20.88
959,180640,한진칼,지주회사,53943,,,0.37,-0.49,-5.72,34.44,,,,,,0.45,4.87
613,060980,HL홀딩스,지주회사,3390,13511.0,967.0,0.42,2.27,3.44,6.03,7.66,4.25,-1.46,6.97,122.22,5.55,102.2
799,096760,JW홀딩스,지주회사,2236,,,0.5,0.5,1.34,1.17,,,,,,3.8,13.58
6,000140,하이트진로홀딩스,지주회사,1963,,,0.59,-1.05,-11.6,-7.44,,,,,,4.14,18.65
814,100250,진양홀딩스,지주회사,1699,,,0.66,1.33,-4.25,-7.18,,,,,,6.58,72.99
1043,227840,현대코퍼레이션홀딩스,지주회사,1000,,,1.1,6.39,4.67,0.46,,,,,,4.55,10.67
79,002620,제일파마홀딩스,지주회사,1276,,,1.14,2.04,-8.16,-23.61,,,,,,0.63,-1.56
321,016450,한세예스24홀딩스,지주회사,1514,,,1.2,-2.32,-23.77,-20.23,,,,,,6.61,219.3
841,107590,미원홀딩스,지주회사,1702,,,1.24,0.69,-8.59,-7.32,,,,,,0.95,6.43
134,004150,한솔홀딩스,지주회사,1011,,,1.44,2.49,7.41,-12.59,,,,,,4.87,250.0
